"","article.id","segment_n","just.dist","season","matrix_type","edge_orient","edge_age_years","AT_var","AT_var_n","varpercent.at","PAR_var","PAR_var_n","varpercent.par","RH_var","RH_var_n","varpercent.rh","SM_var","SM_var_n","varpercent.sm","ST_var","ST_var_n","varpercent.st","VPD_var","VPD_var_n","varpercent.vpd","WS_var","WS_var_n","varpercent.ws","idseg"
"886","29","c",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29 c"
"887","29","c",200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29 c"
"888","33",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.5,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33 NA"
"889","33",NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33 NA"
"890","33",NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33 NA"
"891","33",NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33 NA"
"892","33",NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33 NA"
"893","33",NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33 NA"
"894","33",NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33 NA"
"895","33",NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33 NA"
"896","33",NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33 NA"
"897","4",NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 NA"
"898","4",NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 NA"
"899","4",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 NA"
"900","4",NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 NA"
"901","56","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.13,333,"56 1"
"902","56","1",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.03,0,"56 1"
"903","56","1",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.01,-67,"56 1"
"904","56","1",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.04,33,"56 1"
"905","56","1",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.02,-33,"56 1"
"906","56","1",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.03,0,"56 1"
"907","56","2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.14,1300,"56 2"
"908","56","2",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.02,100,"56 2"
"909","56","2",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0,-100,"56 2"
"910","56","2",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.04,300,"56 2"
"911","56","2",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.02,100,"56 2"
"912","56","2",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.01,0,"56 2"
"913","56","a",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.09,800,"56 a"
"914","56","a",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.02,100,"56 a"
"915","56","a",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.01,0,"56 a"
"916","56","a",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.02,100,"56 a"
"917","56","a",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0,-100,"56 a"
"918","56","a",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.01,0,"56 a"
"919","56","b",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.04,0,"56 b"
"920","56","b",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.01,-75,"56 b"
"921","56","b",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0,-100,"56 b"
"922","56","b",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.02,-50,"56 b"
"923","56","b",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.01,-75,"56 b"
"924","56","b",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.04,0,"56 b"
